Personnel,Label_ID,Plant_sample_ID,Culture_Label_ID,Culture_colony_ID,Date,Protocol_used,Notes
EmmaG,EUSF0124,,ZUSF00376,,2017-07-18,Tissue Extract-N-Amp,
EmmaG,EUSF0125,,ZUSF00211,,2017-07-18,Tissue Extract-N-Amp,
EmmaG,EUSF0126,,ZUSF00258,,2017-07-18,Tissue Extract-N-Amp,
EmmaG,EUSF0127,,ZUSF00260,,2017-07-18,Tissue Extract-N-Amp,
EmmaG,EUSF0128,,ZUSF00273,,2017-07-18,Tissue Extract-N-Amp,
EmmaG,EUSF0129,,ZUSF00302,,2017-07-18,Tissue Extract-N-Amp,
EmmaG,EUSF0130,,ZUSF00178,,2017-07-18,Tissue Extract-N-Amp,
EmmaG,EUSF0131,,ZUSF00206,,2017-07-18,Tissue Extract-N-Amp,
EmmaG,EUSF0132,,ZUSF00185,,2017-07-18,Tissue Extract-N-Amp,
EmmaG,EUSF0133,,ZUSF00250,,2017-07-18,Tissue Extract-N-Amp,
EmmaG,EUSF0134,,ZUSF00637,,2017-07-18,Tissue Extract-N-Amp,
EmmaG,EUSF0135,,ZUSF00224,,2017-07-18,Tissue Extract-N-Amp,
EmmaG,EUSF0136,,ZUSF00278,,2017-07-18,Tissue Extract-N-Amp,
EmmaG,EUSF0137,,ZUSF00380,,2017-07-18,Tissue Extract-N-Amp,
EmmaG,EUSF0138,,ZUSF00428,,2017-07-18,Tissue Extract-N-Amp,
EmmaG,EUSF0139,,ZUSF00172,,2017-07-18,Tissue Extract-N-Amp,
EmmaG,EUSF0140,,ZUSF00274,,2017-07-18,Tissue Extract-N-Amp,
EmmaG,EUSF0141,,ZUSF00160,,2017-07-18,Tissue Extract-N-Amp,
EmmaG,EUSF0142,,ZUSF00617,,2017-07-18,Tissue Extract-N-Amp,
EmmaG,EUSF0143,,ZUSF00280,,2017-07-19,Tissue Extract-N-Amp,
EmmaG,EUSF0144,,ZUSF00488,,2017-07-19,Tissue Extract-N-Amp,
EmmaG,EUSF0145,,ZUSF00618,,2017-07-19,Tissue Extract-N-Amp,
EmmaG,EUSF0146,,ZUSF00625,,2017-07-19,Tissue Extract-N-Amp,
EmmaG,EUSF0147,,ZUSF00331,,2017-07-19,Tissue Extract-N-Amp,
EmmaG,EUSF0148,,ZUSF00622,,2017-07-19,Tissue Extract-N-Amp,
EmmaG,EUSF0149,,ZUSF00442,,2017-07-19,Tissue Extract-N-Amp,
EmmaG,EUSF0150,,ZUSF00612,,2017-07-19,Tissue Extract-N-Amp,
EmmaG,EUSF0151,,ZUSF00256,,2017-07-19,Tissue Extract-N-Amp,
EmmaG,EUSF0152,,ZUSF00372,,2017-07-19,Tissue Extract-N-Amp,
EmmaG,EUSF0153,,ZUSF00359,,2017-07-19,Tissue Extract-N-Amp,
EmmaG,EUSF0154,,ZUSF00600,,2017-07-19,Tissue Extract-N-Amp,
EmmaG,EUSF0155,,ZUSF00460,,2017-07-19,Tissue Extract-N-Amp,
EmmaG,EUSF0156,,ZUSF00606,,2017-07-19,Tissue Extract-N-Amp,
EmmaG,EUSF0157,,ZUSF00493,,2017-07-19,Tissue Extract-N-Amp,
EmmaG,EUSF0158,,ZUSF00338,,2017-07-19,Tissue Extract-N-Amp,
EmmaG,EUSF0159,,ZUSF00573,,2017-07-19,Tissue Extract-N-Amp,
EmmaG,EUSF0160,,ZUSF00456,,2017-07-19,Tissue Extract-N-Amp,
EmmaG,EUSF0161,,ZUSF00253,,2017-07-19,Tissue Extract-N-Amp,
EmmaG,EUSF0162,,ZUSF00261,,2017-07-19,Tissue Extract-N-Amp,
EmmaG,EUSF0163,,ZUSF00613,,2017-07-19,Tissue Extract-N-Amp,
EmmaG,EUSF0164,,ZUSF00594,,2017-07-19,Tissue Extract-N-Amp,
EmmaG,EUSF0165,,ZUSF00306,,2017-07-19,Tissue Extract-N-Amp,
EmmaG,EUSF0166,,ZUSF00530,,2017-07-19,Tissue Extract-N-Amp,
EmmaG,EUSF0167,,ZUSF00541,,2017-07-19,Tissue Extract-N-Amp,
EmmaG,EUSF0168,,ZUSF00610,,2017-07-19,Tissue Extract-N-Amp,
EmmaG,EUSF0169,,ZUSF00311,,2017-07-19,Tissue Extract-N-Amp,
EmmaG,EUSF0170,,ZUSF00385,,2017-07-19,Tissue Extract-N-Amp,
EmmaG,EUSF0171,,ZUSF00605,,2017-07-19,Tissue Extract-N-Amp,
EmmaG,EUSF0172,,ZUSF00562,,2017-07-19,Tissue Extract-N-Amp,
EmmaG,EUSF0173,,ZUSF00300,,2017-07-19,Tissue Extract-N-Amp,
EmmaG,EUSF0174,,ZUSF00309,,2017-07-19,Tissue Extract-N-Amp,
EmmaG,EUSF0175,,ZUSF00162,,2017-07-19,Tissue Extract-N-Amp,
EmmaG,EUSF0176,,ZUSF00644,,2017-07-19,Tissue Extract-N-Amp,
EmmaG,EUSF0177,,ZUSF00390,,2017-07-19,Tissue Extract-N-Amp,
EmmaG,EUSF0178,,ZUSF00373,,2017-07-19,Tissue Extract-N-Amp,
EmmaG,EUSF0179,,ZUSF00409,,2017-07-19,Tissue Extract-N-Amp,
EmmaG,EUSF0180,,ZUSF00321,,2017-07-19,Tissue Extract-N-Amp,
EmmaG,EUSF0181,,ZUSF00453,,2017-07-19,Tissue Extract-N-Amp,
EmmaG,EUSF0182,,ZUSF00604,,2017-07-19,Tissue Extract-N-Amp,
EmmaG,EUSF0183,,ZUSF00643,,2017-07-20,Tissue Extract-N-Amp,
EmmaG,EUSF0184,,ZUSF00640,,2017-07-20,Tissue Extract-N-Amp,
EmmaG,EUSF0185,,ZUSF00461,,2017-07-20,Tissue Extract-N-Amp,
EmmaG,EUSF0186,,ZUSF00703,,2017-07-20,Tissue Extract-N-Amp,
EmmaG,EUSF0187,,ZUSF00704,,2017-07-20,Tissue Extract-N-Amp,
EmmaG,EUSF0188,,ZUSF00688,,2017-07-20,Tissue Extract-N-Amp,
EmmaG,EUSF0189,,ZUSF00614,,2017-07-20,Tissue Extract-N-Amp,
EmmaG,EUSF0190,,ZUSF00551,,2017-07-20,Tissue Extract-N-Amp,
EmmaG,EUSF0191,,ZUSF00336,,2017-07-20,Tissue Extract-N-Amp,
EmmaG,EUSF0192,,ZUSF00689,,2017-07-20,Tissue Extract-N-Amp,
EmmaG,EUSF0193,,ZUSF00691,,2017-07-20,Tissue Extract-N-Amp,
EmmaG,EUSF0194,,ZUSF00702,,2017-07-20,Tissue Extract-N-Amp,
EmmaG,EUSF0195,,ZUSF00441,,2017-07-20,Tissue Extract-N-Amp,
EmmaG,EUSF0196,,ZUSF00366,,2017-07-20,Tissue Extract-N-Amp,
EmmaG,EUSF0197,,ZUSF00533,,2017-07-20,Tissue Extract-N-Amp,
EmmaG,EUSF0198,,ZUSF00676,,2017-07-20,Tissue Extract-N-Amp,
EmmaG,EUSF0199,,ZUSF00657,,2017-07-20,Tissue Extract-N-Amp,
EmmaG,EUSF0200,,ZUSF00653,,2017-07-20,Tissue Extract-N-Amp,
EmmaG,EUSF0201,,ZUSF00630,,2017-07-20,Tissue Extract-N-Amp,
EmmaG,EUSF0202,,ZUSF00670,,2017-07-20,Tissue Extract-N-Amp,
EmmaG,EUSF0203,,ZUSF00665,,2017-07-20,Tissue Extract-N-Amp,
EmmaG,EUSF0204,,ZUSF00705,,2017-07-20,Tissue Extract-N-Amp,
EmmaG,EUSF0205,,ZUSF00664,,2017-07-20,Tissue Extract-N-Amp,
EmmaG,EUSF0206,,ZUSF00674,,2017-07-20,Tissue Extract-N-Amp,
EmmaG,EUSF0207,,ZUSF00669,,2017-07-20,Tissue Extract-N-Amp,
EmmaG,EUSF0208,,ZUSF00698,,2017-07-20,Tissue Extract-N-Amp,
EmmaG,EUSF0209,,ZUSF00699,,2017-07-20,Tissue Extract-N-Amp,
EmmaG,EUSF0210,,ZUSF00654,,2017-07-20,Tissue Extract-N-Amp,
EmmaG,EUSF0211,,ZUSF00671,,2017-07-20,Tissue Extract-N-Amp,
EmmaG,EUSF0212,,ZUSF00686,,2017-07-20,Tissue Extract-N-Amp,
EmmaG,EUSF0213,,ZUSF00685,,2017-07-20,Tissue Extract-N-Amp,
EmmaG,EUSF0214,,ZUSF00684,,2017-07-20,Tissue Extract-N-Amp,
EmmaG,EUSF0215,,ZUSF00663,,2017-07-20,Tissue Extract-N-Amp,
EmmaG,EUSF0216,,ZUSF00652,,2017-07-20,Tissue Extract-N-Amp,
EmmaG,EUSF0217,,ZUSF00701,,2017-07-20,Tissue Extract-N-Amp,
EmmaG,EUSF0218,,ZUSF00658,,2017-07-20,Tissue Extract-N-Amp,
EmmaG,EUSF0219,,ZUSF00673,,2017-07-20,Tissue Extract-N-Amp,
EmmaG,EUSF0220,,ZUSF00697,,2017-07-20,Tissue Extract-N-Amp,
EmmaG,EUSF0221,,ZUSF00696,,2017-07-20,Tissue Extract-N-Amp,
EmmaG,EUSF0222,,ZUSF00693,,2017-07-20,Tissue Extract-N-Amp,
EmmaG,EUSF0223,,ZUSF00581,,2017-07-21,Tissue Extract-N-Amp,
EmmaG,EUSF0224,,ZUSF00576,,2017-07-21,Tissue Extract-N-Amp,
EmmaG,EUSF0225,,ZUSF00581,,2017-07-21,Tissue Extract-N-Amp,
EmmaG,EUSF0226,,ZUSF00356,,2017-07-21,Tissue Extract-N-Amp,
EmmaG,EUSF0227,,ZUSF00577,,2017-07-21,Tissue Extract-N-Amp,
EmmaG,EUSF0228,,ZUSF00319,,2017-07-21,Tissue Extract-N-Amp,
EmmaG,EUSF0229,,ZUSF00180,,2017-07-21,Tissue Extract-N-Amp,
EmmaG,EUSF0230,,ZUSF00234,,2017-07-21,Tissue Extract-N-Amp,
EmmaG,EUSF0231,,ZUSF00414,,2017-07-21,Tissue Extract-N-Amp,
EmmaG,EUSF0232,,ZUSF00391,,2017-07-21,Tissue Extract-N-Amp,
EmmaG,EUSF0233,,ZUSF00289,,2017-07-21,Tissue Extract-N-Amp,
EmmaG,EUSF0234,,ZUSF00556,,2017-07-21,Tissue Extract-N-Amp,
EmmaG,EUSF0235,,ZUSF00266,,2017-07-21,Tissue Extract-N-Amp,
EmmaG,EUSF0236,,ZUSF00567,,2017-07-21,Tissue Extract-N-Amp,
EmmaG,EUSF0237,,ZUSF00165,,2017-07-21,Tissue Extract-N-Amp,
EmmaG,EUSF0238,,ZUSF00313,,2017-07-21,Tissue Extract-N-Amp,
EmmaG,EUSF0239,,ZUSF00616,,2017-07-21,Tissue Extract-N-Amp,
EmmaG,EUSF0240,,ZUSF00412,,2017-07-21,Tissue Extract-N-Amp,
EmmaG,EUSF0241,,ZUSF00524,,2017-07-21,Tissue Extract-N-Amp,
EmmaG,EUSF0242,,ZUSF00464,,2017-07-21,Tissue Extract-N-Amp,
EmmaG,EUSF0243,,ZUSF00173,,2017-07-21,Tissue Extract-N-Amp,
EmmaG,EUSF0244,,ZUSF00330,,2017-07-21,Tissue Extract-N-Amp,
EmmaG,EUSF0245,,ZUSF00235,,2017-07-21,Tissue Extract-N-Amp,
EmmaG,EUSF0246,,ZUSF00171,,2017-07-21,Tissue Extract-N-Amp,
EmmaG,EUSF0247,,ZUSF00298,,2017-07-21,Tissue Extract-N-Amp,
EmmaG,EUSF0248,,ZUSF00560,,2017-07-21,Tissue Extract-N-Amp,
EmmaG,EUSF0249,,ZUSF00534,,2017-07-21,Tissue Extract-N-Amp,
EmmaG,EUSF0250,,ZUSF00482,,2017-07-21,Tissue Extract-N-Amp,
EmmaG,EUSF0251,,ZUSF00335,,2017-07-21,Tissue Extract-N-Amp,
EmmaG,EUSF0252,,ZUSF00656,,2017-07-21,Tissue Extract-N-Amp,
EmmaG,EUSF0253,,ZUSF00651,,2017-07-21,Tissue Extract-N-Amp,
EmmaG,EUSF0254,,ZUSF00683,,2017-07-21,Tissue Extract-N-Amp,
EmmaG,EUSF0255,,ZUSF00382,,2017-07-21,Tissue Extract-N-Amp,
EmmaG,EUSF0256,,ZUSF00660,,2017-07-21,Tissue Extract-N-Amp,
EmmaG,EUSF0257,,ZUSF00666,,2017-07-21,Tissue Extract-N-Amp,
EmmaG,EUSF0258,,ZUSF00672,,2017-07-21,Tissue Extract-N-Amp,
EmmaG,EUSF0259,,ZUSF00694,,2017-07-21,Tissue Extract-N-Amp,
EmmaG,EUSF0260,,ZUSF00695,,2017-07-21,Tissue Extract-N-Amp,
EmmaG,EUSF0261,,ZUSF00667,,2017-07-21,Tissue Extract-N-Amp,
EmmaG,EUSF0262,,ZUSF00661,,2017-07-21,Tissue Extract-N-Amp,
EmmaG,EUSF0263,,ZUSF002481,,2017-07-24,Tissue Extract-N-Amp,
EmmaG,EUSF0264,,ZUSF00374,,2017-07-24,Tissue Extract-N-Amp,
EmmaG,EUSF0265,,ZUSF00167,,2017-07-24,Tissue Extract-N-Amp,
EmmaG,EUSF0266,,ZUSF00564,,2017-07-24,Tissue Extract-N-Amp,
EmmaG,EUSF0267,,ZUSF00520,,2017-07-24,Tissue Extract-N-Amp,
EmmaG,EUSF0268,,ZUSF00422,,2017-07-24,Tissue Extract-N-Amp,
EmmaG,EUSF0269,,ZUSF00578,,2017-07-24,Tissue Extract-N-Amp,
EmmaG,EUSF0270,,ZUSF00333,,2017-07-24,Tissue Extract-N-Amp,
EmmaG,EUSF0271,,ZUSF00342,,2017-07-24,Tissue Extract-N-Amp,
EmmaG,EUSF0272,,ZUSF00328,,2017-07-24,Tissue Extract-N-Amp,
EmmaG,EUSF0273,,ZUSF00433,,2017-07-24,Tissue Extract-N-Amp,
EmmaG,EUSF0274,,ZUSF00639,,2017-07-24,Tissue Extract-N-Amp,
EmmaG,EUSF0275,,ZUSF00591,,2017-07-24,Tissue Extract-N-Amp,
EmmaG,EUSF0276,,ZUSF00450,,2017-07-24,Tissue Extract-N-Amp,
EmmaG,EUSF0277,,ZUSF00226,,2017-07-24,Tissue Extract-N-Amp,
EmmaG,EUSF0278,,ZUSF00316,,2017-07-24,Tissue Extract-N-Amp,
EmmaG,EUSF0279,,ZUSF00509,,2017-07-24,Tissue Extract-N-Amp,
EmmaG,EUSF0280,,ZUSF00561,,2017-07-24,Tissue Extract-N-Amp,
EmmaG,EUSF0281,,ZUSF00523,,2017-07-24,Tissue Extract-N-Amp,
EmmaG,EUSF0282,,ZUSF00544,,2017-07-24,Tissue Extract-N-Amp,
EmmaG,EUSF0283,,ZUSF00397,,2017-07-25,Tissue Extract-N-Amp,
EmmaG,EUSF0284,,ZUSF00603,,2017-07-25,Tissue Extract-N-Amp,
EmmaG,EUSF0285,,ZUSF00602,,2017-07-25,Tissue Extract-N-Amp,
EmmaG,EUSF0286,,ZUSF00552,,2017-07-25,Tissue Extract-N-Amp,
EmmaG,EUSF0287,,ZUSF00407,,2017-07-25,Tissue Extract-N-Amp,
EmmaG,EUSF0288,,ZUSF00323,,2017-07-25,Tissue Extract-N-Amp,
EmmaG,EUSF0289,,ZUSF00251,,2017-07-25,Tissue Extract-N-Amp,
EmmaG,EUSF0290,,ZUSF00346,,2017-07-25,Tissue Extract-N-Amp,
EmmaG,EUSF0291,,ZUSF00574,,2017-07-25,Tissue Extract-N-Amp,
EmmaG,EUSF0292,,ZUSF00426,,2017-07-25,Tissue Extract-N-Amp,
EmmaG,EUSF0293,,ZUSF00468,,2017-07-25,Tissue Extract-N-Amp,
EmmaG,EUSF0294,,ZUSF00371,,2017-07-25,Tissue Extract-N-Amp,
EmmaG,EUSF0295,,ZUSF00586,,2017-07-25,Tissue Extract-N-Amp,
EmmaG,EUSF0296,,ZUSF00269,,2017-07-25,Tissue Extract-N-Amp,
EmmaG,EUSF0297,,ZUSF00502,,2017-07-25,Tissue Extract-N-Amp,
EmmaG,EUSF0298,,ZUSF00352,,2017-07-25,Tissue Extract-N-Amp,
EmmaG,EUSF0299,,ZUSF00566,,2017-07-25,Tissue Extract-N-Amp,
EmmaG,EUSF0300,,ZUSF00575,,2017-07-25,Tissue Extract-N-Amp,
EmmaG,EUSF0301,,ZUSF00629,,2017-07-25,Tissue Extract-N-Amp,
EmmaG,EUSF0302,,ZUSF00508,,2017-07-25,Tissue Extract-N-Amp,
EmmaG,EUSF0303,,ZUSF00592,,2017-07-25,Tissue Extract-N-Amp,
EmmaG,EUSF0304,,ZUSF00471,,2017-07-25,Tissue Extract-N-Amp,
EmmaG,EUSF0305,,ZUSF00545,,2017-07-25,Tissue Extract-N-Amp,
EmmaG,EUSF0306,,ZUSF00404,,2017-07-25,Tissue Extract-N-Amp,
EmmaG,EUSF0307,,ZUSF00413,,2017-07-25,Tissue Extract-N-Amp,
EmmaG,EUSF0308,,ZUSF00584,,2017-07-25,Tissue Extract-N-Amp,
