Personnel,Label_ID,Plant_sample_ID,Culture_Label_ID,Culture_colony_ID,Date,Protocol_used,Notes
EmmaG,EUSF00077,,ZUSF00248,,2017-07-17,Tissue Extract-N-Amp,
EmmaG,EUSF00078,,ZUSF00378,,2017-07-17,Tissue Extract-N-Amp,
EmmaG,EUSF00079,,ZUSF00245,,2017-07-17,Tissue Extract-N-Amp,
EmmaG,EUSF00080,,ZUSF00382,,2017-07-17,Tissue Extract-N-Amp,
EmmaG,EUSF00081,,ZUSF00338,,2017-07-17,Tissue Extract-N-Amp,
EmmaG,EUSF00082,,ZUSF00249,,2017-07-17,Tissue Extract-N-Amp,
EmmaG,EUSF00083,,ZUSF00170,,2017-07-17,Tissue Extract-N-Amp,
EmmaG,EUSF00084,,ZUSF00265,,2017-07-17,Tissue Extract-N-Amp,
EmmaG,EUSF00085,,ZUSF00557,,2017-07-17,Tissue Extract-N-Amp,
EmmaG,EUSF00086,,ZUSF00244,,2017-07-17,Tissue Extract-N-Amp,
EmmaG,EUSF00087,,ZUSF00268,,2017-07-17,Tissue Extract-N-Amp,
EmmaG,EUSF00088,,ZUSF00186,,2017-07-17,Tissue Extract-N-Amp,
EmmaG,EUSF00089,,ZUSF00267,,2017-07-17,Tissue Extract-N-Amp,
EmmaG,EUSF00090,,ZUSF00193,,2017-07-17,Tissue Extract-N-Amp,
EmmaG,EUSF00091,,ZUSF00293,,2017-07-17,Tissue Extract-N-Amp,
EmmaG,EUSF00092,,ZUSF00393,,2017-07-17,Tissue Extract-N-Amp,
EmmaG,EUSF00093,,ZUSF00237,,2017-07-17,Tissue Extract-N-Amp,
EmmaG,EUSF00094,,ZUSF00295,,2017-07-17,Tissue Extract-N-Amp,
EmmaG,EUSF00095,,ZUSF00240,,2017-07-17,Tissue Extract-N-Amp,
EmmaG,EUSF00096,,ZUSF00204,,2017-07-17,Tissue Extract-N-Amp,
EmmaG,EUSF00097,,ZUSF00201,,2017-07-17,Tissue Extract-N-Amp,
EmmaG,EUSF00098,,ZUSF00213,,2017-07-17,Tissue Extract-N-Amp,
EmmaG,EUSF00099,,ZUSF00241,,2017-07-17,Tissue Extract-N-Amp,
EmmaG,EUSF00100,,ZUSF00174,,2017-07-17,Tissue Extract-N-Amp,
EmmaG,EUSF00101,,ZUSF00230,,2017-07-17,Tissue Extract-N-Amp,
EmmaG,EUSF00102,,ZUSF00350,,2017-07-17,Tissue Extract-N-Amp,
EmmaG,EUSF00103,,ZUSF00243,,2017-07-18,Tissue Extract-N-Amp,
EmmaG,EUSF00104,,ZUSF00360,,2017-07-18,Tissue Extract-N-Amp,
EmmaG,EUSF00105,,ZUSF00363,,2017-07-18,Tissue Extract-N-Amp,
EmmaG,EUSF00106,,ZUSF00247,,2017-07-18,Tissue Extract-N-Amp,
EmmaG,EUSF00107,,ZUSF00239,,2017-07-18,Tissue Extract-N-Amp,
EmmaG,EUSF00108,,ZUSF00410,,2017-07-18,Tissue Extract-N-Amp,
EmmaG,EUSF00109,,ZUSF00386,,2017-07-18,Tissue Extract-N-Amp,
EmmaG,EUSF00110,,ZUSF00263,,2017-07-18,Tissue Extract-N-Amp,
EmmaG,EUSF00111,,ZUSF00367,,2017-07-18,Tissue Extract-N-Amp,
EmmaG,EUSF00112,,ZUSF00228,,2017-07-18,Tissue Extract-N-Amp,
EmmaG,EUSF00113,,ZUSF00297,,2017-07-18,Tissue Extract-N-Amp,
EmmaG,EUSF00114,,ZUSF00427,,2017-07-18,Tissue Extract-N-Amp,
EmmaG,EUSF00115,,ZUSF00387,,2017-07-18,Tissue Extract-N-Amp,
EmmaG,EUSF00116,,ZUSF00270,,2017-07-18,Tissue Extract-N-Amp,
EmmaG,EUSF00117,,ZUSF00216,,2017-07-18,Tissue Extract-N-Amp,
EmmaG,EUSF00118,,ZUSF00383,,2017-07-18,Tissue Extract-N-Amp,
EmmaG,EUSF00119,,ZUSF00169,,2017-07-18,Tissue Extract-N-Amp,
EmmaG,EUSF00120,,ZUSF00398,,2017-07-18,Tissue Extract-N-Amp,
EmmaG,EUSF00121,,ZUSF00192,,2017-07-18,Tissue Extract-N-Amp,
EmmaG,EUSF00122,,ZUSF00292,,2017-07-18,Tissue Extract-N-Amp,
EmmaG,EUSF00123,,ZUSF00291,,2017-07-18,Tissue Extract-N-Amp,
EmmaG,EUSF00124,,ZUSF00376,,2017-07-18,Tissue Extract-N-Amp,
EmmaG,EUSF00125,,ZUSF00211,,2017-07-18,Tissue Extract-N-Amp,
EmmaG,EUSF00126,,ZUSF00258,,2017-07-18,Tissue Extract-N-Amp,
EmmaG,EUSF00127,,ZUSF00260,,2017-07-18,Tissue Extract-N-Amp,
EmmaG,EUSF00128,,ZUSF00273,,2017-07-18,Tissue Extract-N-Amp,
EmmaG,EUSF00129,,ZUSF00302,,2017-07-18,Tissue Extract-N-Amp,
EmmaG,EUSF00130,,ZUSF00178,,2017-07-18,Tissue Extract-N-Amp,
EmmaG,EUSF00131,,ZUSF00206,,2017-07-18,Tissue Extract-N-Amp,
EmmaG,EUSF00132,,ZUSF00185,,2017-07-18,Tissue Extract-N-Amp,
EmmaG,EUSF00133,,ZUSF00250,,2017-07-18,Tissue Extract-N-Amp,
EmmaG,EUSF00134,,ZUSF00637,,2017-07-18,Tissue Extract-N-Amp,
EmmaG,EUSF00135,,ZUSF00224,,2017-07-18,Tissue Extract-N-Amp,
EmmaG,EUSF00136,,ZUSF00278,,2017-07-18,Tissue Extract-N-Amp,
EmmaG,EUSF00137,,ZUSF00380,,2017-07-18,Tissue Extract-N-Amp,
EmmaG,EUSF00138,,ZUSF00428,,2017-07-18,Tissue Extract-N-Amp,
EmmaG,EUSF00139,,ZUSF00172,,2017-07-18,Tissue Extract-N-Amp,
EmmaG,EUSF00140,,ZUSF00274,,2017-07-18,Tissue Extract-N-Amp,
EmmaG,EUSF00141,,ZUSF00160,,2017-07-18,Tissue Extract-N-Amp,
EmmaG,EUSF00142,,ZUSF00617,,2017-07-18,Tissue Extract-N-Amp,
EmmaG,EUSF00143,,ZUSF00280,,2017-07-19,Tissue Extract-N-Amp,
EmmaG,EUSF00144,,ZUSF00488,,2017-07-19,Tissue Extract-N-Amp,
EmmaG,EUSF00145,,ZUSF00618,,2017-07-19,Tissue Extract-N-Amp,
EmmaG,EUSF00146,,ZUSF00625,,2017-07-19,Tissue Extract-N-Amp,
EmmaG,EUSF00147,,ZUSF00331,,2017-07-19,Tissue Extract-N-Amp,
EmmaG,EUSF00148,,ZUSF00622,,2017-07-19,Tissue Extract-N-Amp,
EmmaG,EUSF00149,,ZUSF00442,,2017-07-19,Tissue Extract-N-Amp,
EmmaG,EUSF00150,,ZUSF00612,,2017-07-19,Tissue Extract-N-Amp,
EmmaG,EUSF00151,,ZUSF00256,,2017-07-19,Tissue Extract-N-Amp,
EmmaG,EUSF00152,,ZUSF00372,,2017-07-19,Tissue Extract-N-Amp,
EmmaG,EUSF00153,,ZUSF00359,,2017-07-19,Tissue Extract-N-Amp,
EmmaG,EUSF00154,,ZUSF00600,,2017-07-19,Tissue Extract-N-Amp,
EmmaG,EUSF00155,,ZUSF00460,,2017-07-19,Tissue Extract-N-Amp,
EmmaG,EUSF00156,,ZUSF00606,,2017-07-19,Tissue Extract-N-Amp,
EmmaG,EUSF00157,,ZUSF00493,,2017-07-19,Tissue Extract-N-Amp,
EmmaG,EUSF00158,,ZUSF00338,,2017-07-19,Tissue Extract-N-Amp,
EmmaG,EUSF00159,,ZUSF00573,,2017-07-19,Tissue Extract-N-Amp,
EmmaG,EUSF00160,,ZUSF00456,,2017-07-19,Tissue Extract-N-Amp,
EmmaG,EUSF00161,,ZUSF00253,,2017-07-19,Tissue Extract-N-Amp,
EmmaG,EUSF00162,,ZUSF00261,,2017-07-19,Tissue Extract-N-Amp,
EmmaG,EUSF00163,,ZUSF00613,,2017-07-19,Tissue Extract-N-Amp,
EmmaG,EUSF00164,,ZUSF00594,,2017-07-19,Tissue Extract-N-Amp,
EmmaG,EUSF00165,,ZUSF00306,,2017-07-19,Tissue Extract-N-Amp,
EmmaG,EUSF00166,,ZUSF00530,,2017-07-19,Tissue Extract-N-Amp,
EmmaG,EUSF00167,,ZUSF00541,,2017-07-19,Tissue Extract-N-Amp,
EmmaG,EUSF00168,,ZUSF00610,,2017-07-19,Tissue Extract-N-Amp,
EmmaG,EUSF00169,,ZUSF00311,,2017-07-19,Tissue Extract-N-Amp,
EmmaG,EUSF00170,,ZUSF00385,,2017-07-19,Tissue Extract-N-Amp,
EmmaG,EUSF00171,,ZUSF00605,,2017-07-19,Tissue Extract-N-Amp,
EmmaG,EUSF00172,,ZUSF00562,,2017-07-19,Tissue Extract-N-Amp,
EmmaG,EUSF00173,,ZUSF00300,,2017-07-19,Tissue Extract-N-Amp,
EmmaG,EUSF00174,,ZUSF00309,,2017-07-19,Tissue Extract-N-Amp,
EmmaG,EUSF00175,,ZUSF00162,,2017-07-19,Tissue Extract-N-Amp,
EmmaG,EUSF00176,,ZUSF00644,,2017-07-19,Tissue Extract-N-Amp,
EmmaG,EUSF00177,,ZUSF00390,,2017-07-19,Tissue Extract-N-Amp,
EmmaG,EUSF00178,,ZUSF00373,,2017-07-19,Tissue Extract-N-Amp,
EmmaG,EUSF00179,,ZUSF00409,,2017-07-19,Tissue Extract-N-Amp,
EmmaG,EUSF00180,,ZUSF00321,,2017-07-19,Tissue Extract-N-Amp,
EmmaG,EUSF00181,,ZUSF00453,,2017-07-19,Tissue Extract-N-Amp,
EmmaG,EUSF00182,,ZUSF00604,,2017-07-19,Tissue Extract-N-Amp,
EmmaG,EUSF00183,,ZUSF00643,,2017-07-20,Tissue Extract-N-Amp,
EmmaG,EUSF00184,,ZUSF00640,,2017-07-20,Tissue Extract-N-Amp,
EmmaG,EUSF00185,,ZUSF00461,,2017-07-20,Tissue Extract-N-Amp,
EmmaG,EUSF00186,,ZUSF00703,,2017-07-20,Tissue Extract-N-Amp,
EmmaG,EUSF00187,,ZUSF00704,,2017-07-20,Tissue Extract-N-Amp,
EmmaG,EUSF00188,,ZUSF00688,,2017-07-20,Tissue Extract-N-Amp,
EmmaG,EUSF00189,,ZUSF00614,,2017-07-20,Tissue Extract-N-Amp,
EmmaG,EUSF00190,,ZUSF00551,,2017-07-20,Tissue Extract-N-Amp,
EmmaG,EUSF00191,,ZUSF00336,,2017-07-20,Tissue Extract-N-Amp,
EmmaG,EUSF00192,,ZUSF00689,,2017-07-20,Tissue Extract-N-Amp,
EmmaG,EUSF00193,,ZUSF00691,,2017-07-20,Tissue Extract-N-Amp,
EmmaG,EUSF00194,,ZUSF00702,,2017-07-20,Tissue Extract-N-Amp,
EmmaG,EUSF00195,,ZUSF00441,,2017-07-20,Tissue Extract-N-Amp,
EmmaG,EUSF00196,,ZUSF00366,,2017-07-20,Tissue Extract-N-Amp,
EmmaG,EUSF00197,,ZUSF00533,,2017-07-20,Tissue Extract-N-Amp,
EmmaG,EUSF00198,,ZUSF00676,,2017-07-20,Tissue Extract-N-Amp,
EmmaG,EUSF00199,,ZUSF00657,,2017-07-20,Tissue Extract-N-Amp,
EmmaG,EUSF00200,,ZUSF00653,,2017-07-20,Tissue Extract-N-Amp,
EmmaG,EUSF00201,,ZUSF00630,,2017-07-20,Tissue Extract-N-Amp,
EmmaG,EUSF00202,,ZUSF00670,,2017-07-20,Tissue Extract-N-Amp,
EmmaG,EUSF00203,,ZUSF00665,,2017-07-20,Tissue Extract-N-Amp,
EmmaG,EUSF00204,,ZUSF00705,,2017-07-20,Tissue Extract-N-Amp,
EmmaG,EUSF00205,,ZUSF00664,,2017-07-20,Tissue Extract-N-Amp,
EmmaG,EUSF00206,,ZUSF00674,,2017-07-20,Tissue Extract-N-Amp,
EmmaG,EUSF00207,,ZUSF00669,,2017-07-20,Tissue Extract-N-Amp,
EmmaG,EUSF00208,,ZUSF00698,,2017-07-20,Tissue Extract-N-Amp,
EmmaG,EUSF00209,,ZUSF00699,,2017-07-20,Tissue Extract-N-Amp,
EmmaG,EUSF00210,,ZUSF00654,,2017-07-20,Tissue Extract-N-Amp,
EmmaG,EUSF00211,,ZUSF00671,,2017-07-20,Tissue Extract-N-Amp,
EmmaG,EUSF00212,,ZUSF00686,,2017-07-20,Tissue Extract-N-Amp,
EmmaG,EUSF00213,,ZUSF00685,,2017-07-20,Tissue Extract-N-Amp,
EmmaG,EUSF00214,,ZUSF00684,,2017-07-20,Tissue Extract-N-Amp,
EmmaG,EUSF00215,,ZUSF00663,,2017-07-20,Tissue Extract-N-Amp,
EmmaG,EUSF00216,,ZUSF00652,,2017-07-20,Tissue Extract-N-Amp,
EmmaG,EUSF00217,,ZUSF00701,,2017-07-20,Tissue Extract-N-Amp,
EmmaG,EUSF00218,,ZUSF00658,,2017-07-20,Tissue Extract-N-Amp,
EmmaG,EUSF00219,,ZUSF00673,,2017-07-20,Tissue Extract-N-Amp,
EmmaG,EUSF00220,,ZUSF00697,,2017-07-20,Tissue Extract-N-Amp,
EmmaG,EUSF00221,,ZUSF00696,,2017-07-20,Tissue Extract-N-Amp,
EmmaG,EUSF00222,,ZUSF00693,,2017-07-20,Tissue Extract-N-Amp,
EmmaG,EUSF00223,,ZUSF00581,,2017-07-21,Tissue Extract-N-Amp,
EmmaG,EUSF00224,,ZUSF00576,,2017-07-21,Tissue Extract-N-Amp,
EmmaG,EUSF00225,,ZUSF00581,,2017-07-21,Tissue Extract-N-Amp,
EmmaG,EUSF00226,,ZUSF00356,,2017-07-21,Tissue Extract-N-Amp,
EmmaG,EUSF00227,,ZUSF00577,,2017-07-21,Tissue Extract-N-Amp,
EmmaG,EUSF00228,,ZUSF00319,,2017-07-21,Tissue Extract-N-Amp,
EmmaG,EUSF00229,,ZUSF00180,,2017-07-21,Tissue Extract-N-Amp,
EmmaG,EUSF00230,,ZUSF00234,,2017-07-21,Tissue Extract-N-Amp,
EmmaG,EUSF00231,,ZUSF00414,,2017-07-21,Tissue Extract-N-Amp,
EmmaG,EUSF00232,,ZUSF00391,,2017-07-21,Tissue Extract-N-Amp,
EmmaG,EUSF00233,,ZUSF00289,,2017-07-21,Tissue Extract-N-Amp,
EmmaG,EUSF00234,,ZUSF00556,,2017-07-21,Tissue Extract-N-Amp,
EmmaG,EUSF00235,,ZUSF00266,,2017-07-21,Tissue Extract-N-Amp,
EmmaG,EUSF00236,,ZUSF00567,,2017-07-21,Tissue Extract-N-Amp,
EmmaG,EUSF00237,,ZUSF00165,,2017-07-21,Tissue Extract-N-Amp,
EmmaG,EUSF00238,,ZUSF00313,,2017-07-21,Tissue Extract-N-Amp,
EmmaG,EUSF00239,,ZUSF00616,,2017-07-21,Tissue Extract-N-Amp,
EmmaG,EUSF00240,,ZUSF00412,,2017-07-21,Tissue Extract-N-Amp,
EmmaG,EUSF00241,,ZUSF00524,,2017-07-21,Tissue Extract-N-Amp,
EmmaG,EUSF00242,,ZUSF00464,,2017-07-21,Tissue Extract-N-Amp,
EmmaG,EUSF00243,,ZUSF00173,,2017-07-21,Tissue Extract-N-Amp,
EmmaG,EUSF00244,,ZUSF00330,,2017-07-21,Tissue Extract-N-Amp,
EmmaG,EUSF00245,,ZUSF00235,,2017-07-21,Tissue Extract-N-Amp,
EmmaG,EUSF00246,,ZUSF00171,,2017-07-21,Tissue Extract-N-Amp,
EmmaG,EUSF00247,,ZUSF00298,,2017-07-21,Tissue Extract-N-Amp,
EmmaG,EUSF00248,,ZUSF00560,,2017-07-21,Tissue Extract-N-Amp,
EmmaG,EUSF00249,,ZUSF00534,,2017-07-21,Tissue Extract-N-Amp,
EmmaG,EUSF00250,,ZUSF00482,,2017-07-21,Tissue Extract-N-Amp,
EmmaG,EUSF00251,,ZUSF00335,,2017-07-21,Tissue Extract-N-Amp,
EmmaG,EUSF00252,,ZUSF00656,,2017-07-21,Tissue Extract-N-Amp,
EmmaG,EUSF00253,,ZUSF00651,,2017-07-21,Tissue Extract-N-Amp,
EmmaG,EUSF00254,,ZUSF00683,,2017-07-21,Tissue Extract-N-Amp,
EmmaG,EUSF00255,,ZUSF00382,,2017-07-21,Tissue Extract-N-Amp,
EmmaG,EUSF00256,,ZUSF00660,,2017-07-21,Tissue Extract-N-Amp,
EmmaG,EUSF00257,,ZUSF00666,,2017-07-21,Tissue Extract-N-Amp,
EmmaG,EUSF00258,,ZUSF00672,,2017-07-21,Tissue Extract-N-Amp,
EmmaG,EUSF00259,,ZUSF00694,,2017-07-21,Tissue Extract-N-Amp,
EmmaG,EUSF00260,,ZUSF00695,,2017-07-21,Tissue Extract-N-Amp,
EmmaG,EUSF00261,,ZUSF00667,,2017-07-21,Tissue Extract-N-Amp,
EmmaG,EUSF00262,,ZUSF00661,,2017-07-21,Tissue Extract-N-Amp,
EmmaG,EUSF00263,,ZUSF002481,,2017-07-24,Tissue Extract-N-Amp,
EmmaG,EUSF00264,,ZUSF00374,,2017-07-24,Tissue Extract-N-Amp,
EmmaG,EUSF00265,,ZUSF00167,,2017-07-24,Tissue Extract-N-Amp,
EmmaG,EUSF00266,,ZUSF00564,,2017-07-24,Tissue Extract-N-Amp,
EmmaG,EUSF00267,,ZUSF00520,,2017-07-24,Tissue Extract-N-Amp,
EmmaG,EUSF00268,,ZUSF00422,,2017-07-24,Tissue Extract-N-Amp,
EmmaG,EUSF00269,,ZUSF00578,,2017-07-24,Tissue Extract-N-Amp,
EmmaG,EUSF00270,,ZUSF00333,,2017-07-24,Tissue Extract-N-Amp,
EmmaG,EUSF00271,,ZUSF00342,,2017-07-24,Tissue Extract-N-Amp,
EmmaG,EUSF00272,,ZUSF00328,,2017-07-24,Tissue Extract-N-Amp,
EmmaG,EUSF00273,,ZUSF00433,,2017-07-24,Tissue Extract-N-Amp,
EmmaG,EUSF00274,,ZUSF00639,,2017-07-24,Tissue Extract-N-Amp,
EmmaG,EUSF00275,,ZUSF00591,,2017-07-24,Tissue Extract-N-Amp,
EmmaG,EUSF00276,,ZUSF00450,,2017-07-24,Tissue Extract-N-Amp,
EmmaG,EUSF00277,,ZUSF00226,,2017-07-24,Tissue Extract-N-Amp,
EmmaG,EUSF00278,,ZUSF00316,,2017-07-24,Tissue Extract-N-Amp,
EmmaG,EUSF00279,,ZUSF00509,,2017-07-24,Tissue Extract-N-Amp,
EmmaG,EUSF00280,,ZUSF00561,,2017-07-24,Tissue Extract-N-Amp,
EmmaG,EUSF00281,,ZUSF00523,,2017-07-24,Tissue Extract-N-Amp,
EmmaG,EUSF00282,,ZUSF00544,,2017-07-24,Tissue Extract-N-Amp,
EmmaG,EUSF00283,,ZUSF00397,,2017-07-25,Tissue Extract-N-Amp,
EmmaG,EUSF00284,,ZUSF00603,,2017-07-25,Tissue Extract-N-Amp,
EmmaG,EUSF00285,,ZUSF00602,,2017-07-25,Tissue Extract-N-Amp,
EmmaG,EUSF00286,,ZUSF00552,,2017-07-25,Tissue Extract-N-Amp,
EmmaG,EUSF00287,,ZUSF00407,,2017-07-25,Tissue Extract-N-Amp,
EmmaG,EUSF00288,,ZUSF00323,,2017-07-25,Tissue Extract-N-Amp,
EmmaG,EUSF00289,,ZUSF00251,,2017-07-25,Tissue Extract-N-Amp,
EmmaG,EUSF00290,,ZUSF00346,,2017-07-25,Tissue Extract-N-Amp,
EmmaG,EUSF00291,,ZUSF00574,,2017-07-25,Tissue Extract-N-Amp,
EmmaG,EUSF00292,,ZUSF00426,,2017-07-25,Tissue Extract-N-Amp,
EmmaG,EUSF00293,,ZUSF00468,,2017-07-25,Tissue Extract-N-Amp,
EmmaG,EUSF00294,,ZUSF00371,,2017-07-25,Tissue Extract-N-Amp,
EmmaG,EUSF00295,,ZUSF00586,,2017-07-25,Tissue Extract-N-Amp,
EmmaG,EUSF00296,,ZUSF00269,,2017-07-25,Tissue Extract-N-Amp,
EmmaG,EUSF00297,,ZUSF00502,,2017-07-25,Tissue Extract-N-Amp,
EmmaG,EUSF00298,,ZUSF00352,,2017-07-25,Tissue Extract-N-Amp,
EmmaG,EUSF00299,,ZUSF00566,,2017-07-25,Tissue Extract-N-Amp,
EmmaG,EUSF00300,,ZUSF00575,,2017-07-25,Tissue Extract-N-Amp,
EmmaG,EUSF00301,,ZUSF00629,,2017-07-25,Tissue Extract-N-Amp,
EmmaG,EUSF00302,,ZUSF00508,,2017-07-25,Tissue Extract-N-Amp,
EmmaG,EUSF00303,,ZUSF00592,,2017-07-25,Tissue Extract-N-Amp,
EmmaG,EUSF00304,,ZUSF00471,,2017-07-25,Tissue Extract-N-Amp,
EmmaG,EUSF00305,,ZUSF00545,,2017-07-25,Tissue Extract-N-Amp,
EmmaG,EUSF00306,,ZUSF00404,,2017-07-25,Tissue Extract-N-Amp,
EmmaG,EUSF00307,,ZUSF00413,,2017-07-25,Tissue Extract-N-Amp,
EmmaG,EUSF00308,,ZUSF00584,,2017-07-25,Tissue Extract-N-Amp,
